title|content
하나금융 임직원도  참여도토리나무 키워 하나금융 행복 숲 조성|'환경보호탄소중립 위해연간 톤의 이산화탄소 저감 기대



하나금융그룹이 실시하는 도토리나무 키우기는 하나금융 임직원들의 자발적 참여로 이뤄지는  실천 캠페인이다 하나금융그룹하나금융그룹은 임직원들이 직접 참여하는 도토리나무 키우기를 통해 환경보호와 탄소중립에 기여하는 하나금융 행복 숲을 조성한다고 일 밝혔다도토리나무 키우기는 하나금융그룹 임직원들의 자발적 참여로 이뤄지는  실천 캠페인으로 임직원의 자택이나 사무실 등 각자의 공간에서 씨앗 심기부터 시작해 묘목으로 자랄 때까지 도토리나무를 직접 키워보는 활동이다이번 도토리나무 키우기에는 그룹의 임직원 명이 참여했으며 참여 임직원들이 여 일 동안 키운 도토리나무 묘목은 도시환경 정화를 위해 서울시 상암동 소재 노을공원에 조성되는 하나금융 행복 숲에 옮겨 심어질 예정이다도토리나무는 환경정화에 탁월한 식물로 한 그루당 연간 이산화탄소 톤을 흡수하고 미세먼지 저감과 산소 배출에도 도움을 주는 것으로 알려졌다 그룹의 임직원들이 정성껏 키운 개의 묘목이 모두 성목으로 성장할 경우 연간 톤의 이산화탄소 및  이상의 미세먼지 저감 효과가  것으로 기대된다도토리나무 키우기에 참여한 하나금융그룹 소속 직원은 평소 환경보호와 탄소중립에 관심이 많았는데 일상생활 속에서 손쉽게 실천할 수   실천 캠페인에 참여하게 되어 뜻깊다며 도토리 씨앗이 건강한 묘목으로 자라 하나금융 행복 숲에서 울창한 모습으로 성장할 수  정성을 다해 키워볼 계획이다고 밝혔다한편 하나금융그룹은 이외에도 임직원 의류 기부 캠페인을 올해로 회째 이어오고  환경정화를 위한 줍깅 봉사활동을 실시하는 등 그룹의 임직원들이 일상생활 속에서 지속적으로 실천할 수  진정성   활동을 다양하게 선보이고 발로 뛰는 더팩트는 시간 여러분의 제보를 기다립니다카카오톡 더팩트제보 검색이메일 뉴스 홈페이지 '
민주당진보당 김현정으로 단일화 평택병 지역 경제 활성화 위해|'정권심판 위한 마음 모으기 정책연대 통해 근로자주민 숙원 해결



  더불어민주당과 진보당의 대 국회의원 선거 평택시병 야권연대 후보가 일 민주당 김현정 후보로 단일화했다 김현정 캠프     더불어민주당과 진보당의 대 국회의원 선거 경기 평택시병 야권연대 후보가 일 민주당 김현정 후보로 단일화했다 김현정 더불어민주당 평택시병 국회의원 후보와 김양현 진보당 평택시병 국회의원 후보는 이날 평택시청 브리핑룸에서 공동 회견을 통해 지난달 일 합의한 민주개혁진보연합의 합의 정신에 따라 윤석열 정권 심판을 지역 민심을 한데 모은다는 차원에서 민주당 김현정 후보로 단일화하기로 결정했다고 밝혔다 김현정 후보는 대 국회의원으로 반드시 당선돼 윤석열 정권의 거부권 폭주에 제동을 걸고 대한민국 국회가 민주주의를 수호하고 민생을 지키는 국회가 될 수  모든 노력을 다하겠다며 진보당 김양현 후보의 정책공약을 적극 수용하고 평택병 지역 경제 활성화를 위해서도 공동 노력한다고 말했다 두 후보는 고물가고금리의 민생위기 저출생과 기후 위기 지방소멸 등 국가적 위기 극복을 위한 과제와 새로운 대한민국을 만들기 위해 자산과 소득 불평등 해소 녹색 전환과 탄소중립 실현 지방분권 실현 등의 과제를 해결하기 위해 협력하고 국회 입법을 실현해 나갈 것이라고 약속했다 이들은 총선 이후 정책협의 내용의 이행과 정책적 연대와 협력을 높이기 위한 정기적인 정책간담회를 추진키로 뜻을 모았다 특히 이들은 이번 단일화와 함께 정책 연대를 통해 지역 숙원사업의 해결 방안을 함께 모색하기로 합의했다 또 진보당의 정책 제안 내용을 김현정 후보의 공약에 최대한 반영키로 약속했다'
대전 동구 대학생 관광 홍보단 프렌즈 기 모집|'내달 일까지 총 명 개월간 관광홍보 분야서 다양한 역할 수행



 대전 동구 대학생 홍보단 프렌즈 모집 포스터 대전 동구 제공대전 동구가 관광홍보 분야에 활동할 대학생 홍보단서포터즈 프렌즈 기를 모집한다 일 구에 따르면 올해로 기를 맞은 대학생 홍보단 프렌즈는 영상 블로그 카드뉴스 제작과 더불어 오프라인 활동 등을 통해 지역 관광지와 축제를 홍보한다 대전에서 활동할 수  대학생휴학생 포함이면 누구든지 지원 가능하며 총 명의 대학생을 모집 내달부터 월까지 개월간 동구를 알리는 다양한 홍보 활동을 수행할 예정이다 최종 선발된 홍보단 전원에게는 환영 선물 및 월별 역할 수행 시 소정의 활동비를 지급할 예정이며 우수활동자에겐 구청장 훈격의 표창을 수여한다 박희조 청장은 지난 기 홍보단의 열정적인 활동 덕분에 동구의 숨겨진 명소를 알리고 구정을 홍보하는 데 큰 도움이 되었다며 기 홍보단 또한 대학생들만의 기발하고 톡톡튀는 시선으로 동구의 여러 관광자원을 알리고 참신한 홍보 활동을 계속해서 해주길 기대한다고 말했다 한편 지난해 진행된 프렌즈 기는 대전 국제 와인 엑스포 및 대전 동구동락 축제 참여 탄소중립을 위한 친환경 봉사활동까지 다양한 활동에 참여했으며 이색적인 건 이상의 사회관계망 홍보 제작물을 만들어 구정 홍보에 큰 역할을 했다'
부여군한국농수산식품유통공사 저탄소 식생활 캠페인 맞손|'일상속 저탄소 식생활 문화 확산



부여뉴시스 조명휘   박정현왼쪽 충남 부여군수와 김춘진 한국농수산식품유통공사 사장이 일 군청 서동브리핑실에서 저탄소 식생활 문화확산과 지역경제 활성화를 위한 업무협약을 체결하고  사진 부여군 제공   재판매 및  금지부여뉴시스 조명휘   충남 부여군은 한국농수산식품유통공사와 저탄소 식생활 문화확산과 지역경제 활성화를 위한 업무협약을 체결했다고 일 밝혔다협약에 따라 양 기관은 먹거리의 생산유통가공소비 등 생산부터 판매까지 전 과정에서 발생하는 온실가스 배출을 줄이고 안전하게 관리하는데 노력하게 된다 또한 건강한 친환경 농식품을 생산하고 가까운 로컬푸드와 온라인 거래로 유통단계를 축소하며 음식을 고르게 먹을 만큼 만들고 남김없이 먹는 캠페인을 펼치게 된다 김춘진 한국농수산식품유통공사 사장은 유엔식량농업기구에 따르면 농업 부문에서 전체 탄소의 를 배출한다며 협약을 계기로 글로벌  경영 문화를 확산하도록 하자고 말했다 박정현 군수는 부여는 충남 최대 시설원예와 스마트팜단지가  대한민국 대표 농업군이지만 집중호우 같은 이상기후로 인한 직접 재해가 가중되고 며 저탄소 식생활을 통해 탄소중립을 실천하고 지속가능한 농업발전에 힘쓰자고 했다 앞서 군은 지난해 월 탄소중립 비전을 선포하고 탄소중립 실천대회를 여는 등 친환경 농업 활성화를 위해 노력중이다'
하나금융그룹 임직원 도토리나무 키우기 통해 탄소중립 기여|'임직원의 자발적 참여연간 톤 이산화탄소 저감 기대이데일리 최정훈  하나금융그룹은 임직원들이 직접 참여하는 도토리나무 키우기를 통해 환경보호와 탄소중립에 기여하는 하나금융 행복 숲을 조성한다고 일 밝혔다



도토리나무 키우기는 하나금융그룹 임직원들의 자발적 참여로 이뤄지는  실천 캠페인으로 임직원의 자택이나 사무실 등 각자의 공간에서 씨앗 심기부터 시작해 묘목으로 자랄 때까지 도토리나무를 직접 키워보는 활동이다이번 도토리나무 키우기에는 그룹의 임직원 명이 참여했으며 참여 임직원들이 여 일 동안 키운 도토리나무 묘목은 도시환경 정화를 위해 서울시 상암동 소재 노을공원에 조성되는 하나금융 행복 숲에 옮겨 심어질 예정이다도토리나무는 환경정화에 탁월한 식물로 한 그루당 연간 이산화탄소 톤을 흡수하고 미세먼지 저감과 산소 배출에도 도움을 주는 것으로 알려졌다 그룹의 임직원들이 정성껏 키운 개의 묘목이 모두 성목으로 성장할 경우 연간 톤의 이산화탄소 및  이상의 미세먼지 저감 효과가  것으로 기대된다도토리나무 키우기에 참여한 하나금융그룹 소속 직원은 평소 환경보호와 탄소중립에 관심이 많았는데 일상생활 속에서 손쉽게 실천할 수   실천 캠페인에 참여하게 되어 뜻깊다며 도토리 씨앗이 건강한 묘목으로 자라 하나금융 행복 숲에서 울창한 모습으로 성장할 수  정성을 다해 키워볼 계획이다고 전했다하나금융그룹은 이외에도 임직원 의류 기부 캠페인을 올해로 회째 이어오고  환경정화를 위한 줍깅 봉사활동을 실시하는 등 그룹의 임직원들이 일상생활 속에서 지속적으로 실천할 수  진정성   활동을 다양하게 선보이고 '
순환거버넌스 이은주 경기도의원과 초중등기관 불용물품 처리 방안 논의|이원영 순환거버넌스 본부장왼쪽 두번째이 최근 경기도의회 구리상담소에서 이은주 경기도의회 교육행정위원회 의원과 만나 학교에서 발생하는 폐전기전자제품의 친환경적 처리방안에 대해 논의했다환경부 인가 비영리 공익법인 순환거버넌스이사장 정덕기는 최근 경기도의회 교육행정위원회 이은주 의원과 만나 학교에서 발생하는 불용물품 처리 현실을 청취하고 폐전기전자제품의 친환경적 처리방안에 대해 논의했다이날 회의에서 순환거버넌스는 관내 학교에서 발생하는 불용물품의 처리현황과 문제점에 대해 설명하고 재활용 촉진을 위한 제도적 마련을 요청했다특히 제품 생산에 투입되는 원료와 에너지 최소화를 위해 폐기 자원의 순환망 구축과 선진화된 제도 개선 병행을 강조했다실제 전기전자제품 을 재활용하면 이산화탄소 환산량의 온실가스 저감효과가  자원순환을 통해 탄소 중립 실천에도 기여할 수 이은주 의원은 경기도교육청과의 회의에서 불용물품 처리개선에 관한 안건을 상정해 개선방안을 마련하는 등 심도  논의를 진행하겠다고 약속했다이 의원은 이날 제기된 이슈 사항에 깊이 공감한다 우리나라뿐만 아니라 국제적으로도 한정된 자원을 효율적으로 이용하기 위해 순환경제로의 전환이 확산되고  추세라며 교내 불용물품의 재활용을 활성화할 수  물품관리 조례를 면밀히 검토해 보겠다고 말했다이원영 순환거버넌스 본부장은 자라나는 미래세대가 기후환경 문제를 인식하고 자원순환 실천에 관심을 가질 수  경기도의회에서 관심을 가져주시기 바란다며 순환거버넌스는 교육기관이 환경사회지배구조 경영을 하는데 최선을 다하겠다고 말했다
안덕근 탄소중립 생존 위한 필수 이니셔티브 국제 확산 지원|'무탄소에너지 잠재력 제고를 위한 세미나 개최



안덕근 산업통상자원부 장관산업통상자원부 제공 연합뉴스        안덕근 산업통상자원부 장관이 탄소중립은 우리 들에  선택이 아닌 생존을 위한 필수 과제이며 산업경쟁력과도 직결되는 국가적 과제라고 말했다안 장관은 일 서울 중구 대한상공회의소에서 열린 무탄소에너지 잠재력 제고를 위한 세미나에서 재생에너지원전수소 등 다양한 무탄소에너지를 폭넓게 활용해야 한다며 이같이 밝혔다이니셔티브는 우리나라 주도로 산업 부문의 탄소중립 이행을 촉진하고 글로벌 탄소중립 가속화를 목표로 하는 국제 운동이다 영국 프랑스 네덜란드 사우디아라비아 아랍에미리트 등이 공식적인 지지를 표명한 바 이날 세미나에는 안 장관을 비롯해 김상협 탄소중립녹색성장위원회 위원장과 주현 산업연구원장 김현제 에너지경제연구원장 등 국책연구원장 국내 대학연구소의 전문가들이 참석했다세미나에서는 기후위기 대응 체계 전환을 위한 전력과 산업공정의 무탄소화 방안과 관련해 무탄소에너지 공급 및 이용 확대 그린수소 생산단가 절감을 위한 기술개발 소형모듈원전 개발 등의 의견이 제시됐다안 장관은 주요국과 무탄소에너지 이행기준을 조속히 마련하는 등  이니셔티브의 국제 확산을 통해 우리 의 탄소중립 달성을 지원해 나가겠다고 말했다'
